t,dev0_latency,dev0_power,dev0_quality,dev0_util,dev0_q,dev0_temp,dev1_latency,dev1_power,dev1_quality,dev1_util,dev1_q,dev1_temp,total_power
0.0,19.183262957450655,18.93594051831905,0.04425860431325108,0.4195919149142265,0.5447840403167286,41.144257221107814,23.486412051796755,25.298528561547776,0.033555126991902454,0.5,0.5787509342252046,38.90895488713911,44.23446907986683
0.01,18.350858182257785,18.42936813776534,0.06507471617520379,0.40009488243861313,0.5267840403167285,41.144257221107814,23.903770248872064,25.605475879236888,0.04151768957620923,0.508038140858948,0.5607509342252046,38.90895488713911,44.03484401700223
0.02,17.574697477225275,17.976342480103654,0.09383639925160625,0.38098060858155525,0.5087840403167285,41.144257221107814,23.07999544523441,25.368130553461565,0.0614723455760232,0.49070188600312004,0.5427509342252046,38.90895488713911,43.34447303356522
0.03,16.905741905121342,17.942524879191485,0.12412652994143232,0.36225427352989714,0.4907840403167285,41.144257221107814,22.030882620137167,23.424240181670182,0.08212390478481413,0.4736963700123784,0.5247509342252046,38.90895488713911,41.36676506086167
0.04,16.008218448537658,16.08799856705939,0.20267800011692916,0.3439213115080075,0.5087840403167285,41.144257221107814,21.51242739939232,24.483761364248675,0.1233445761463021,0.4570259385771775,0.5067509342252046,38.90895488713911,40.571759931308065
0.05,16.734646910421443,16.772636470537716,0.18058158787637166,0.36225427352989714,0.49290502591195895,41.144257221107814,20.62277700250511,23.017807631703977,0.20935490513497415,0.44069514407556665,0.48875093422520455,38.90895488713911,39.79044410224169
0.060000000000000005,16.27320067420741,17.37056325247486,0.22690413715832827,0.34606090212427865,0.510905025911959,41.144257221107814,19.793495945468248,21.712895685937475,0.3234311451804272,0.4247087630225774,0.47075093422520453,38.90895488713911,39.083458938412335
0.07,16.96910796894827,17.857561374994134,0.2002639437013922,0.36444050751486934,0.49290502591195895,41.144257221107814,19.087424153591762,20.93111383756203,0.20133332713160118,0.4090718156832796,0.4527509342252045,38.90895488713911,38.788675212556164
0.08,16.21155547347384,16.962038074225937,0.2966269151093864,0.34606090212427865,0.510905025911959,41.144257221107814,18.49824085515765,20.612593332801595,0.17344127828475478,0.39378958820995724,0.4347509342252045,38.90895488713911,37.57463140702753
0.09,16.897222339889723,17.36407031110883,0.25504644378260066,0.36444050751486934,0.49290502591195895,41.144257221107814,17.63428474262028,18.645087153750136,0.14687771024609061,0.37886765774047393,0.4167509342252045,38.90895488713911,36.009157464858966
0.09999999999999999,16.402166297155556,18.225223525714686,0.31455427933514063,0.34606090212427865,0.5090401589908298,41.144257221107814,17.33316085570412,19.512643898667058,0.15106391649953427,0.36431192099162224,0.39875093422520447,38.90895488713911,37.73786742438175
0.10999999999999999,16.818248182612162,17.281655495383877,0.28501929693437844,0.36251798149459524,0.49104015899082976,41.144257221107814,16.70115158385891,18.498311768751584,0.12670999780793504,0.35012862700443637,0.38075093422520445,38.90895488713911,35.779967264135465
0.11999999999999998,16.23634608602469,17.537272138724923,0.252145246852677,0.3441793828752528,0.5090401589908298,41.144257221107814,15.984974322177028,16.981141474549105,0.11671500173626,0.3363244148568449,0.36275093422520444,38.90895488713911,34.51841361327403
0.12999999999999998,16.839175510644434,17.424818530171326,0.238488135575915,0.36251798149459524,0.49104015899082976,41.144257221107814,15.368214605376478,15.881410659421864,0.11544791248368359,0.32290635736483864,0.3671474266120229,38.90895488713911,33.30622918959319
0.13999999999999999,16.19857844206701,17.28794444598948,0.26155969810810875,0.3441793828752528,0.5090401589908298,41.144257221107814,15.805740285762898,17.506025829079142,0.14433864414532596,0.3261476721914961,0.34914742661202286,38.90895488713911,34.793970275068624
0.15,16.888111497343807,17.759587706408027,0.2469078569406514,0.36251798149459524,0.49104015899082976,41.144257221107814,15.151984202944703,16.14430526509247,0.11660552713594717,0.31302643700682875,0.3671474266120229,38.90895488713911,33.9038929715005
0.16,16.046726002928523,16.285472109375856,0.2172641854376982,0.3441793828752528,0.5090401589908298,41.144257221107814,15.621141271046177,16.63747553418576,0.1763207644704942,0.3261476721914961,0.3586396949612578,38.90895488713911,32.92294764356161
0.17,16.93413818890287,18.074454508068474,0.24410935722014748,0.36251798149459524,0.49104015899082976,41.144257221107814,15.459609662249438,16.69585075163993,0.169184464159734,0.3198965924606959,0.3681429010479008,38.90895488713911,34.77030525970841
0.18000000000000002,16.19466171985782,17.262087728196956,0.22662977418076816,0.3441793828752528,0.5090401589908298,41.144257221107814,15.699634363331649,16.909355822670406,0.19302259704875324,0.3268848351075272,0.35884490781981626,38.90895488713911,34.171443550867366
0.19000000000000003,16.858607054138265,17.557748961275102,0.24005119914895964,0.36251798149459524,0.49104015899082976,41.144257221107814,15.21459610595821,15.542726892452928,0.17227794915451733,0.32004633672881955,0.3768449078198163,38.90895488713911,33.10047585372803
0.20000000000000004,16.00516675967533,16.011113712972815,0.22639604966129792,0.3441793828752528,0.5090401589908298,41.144257221107814,15.803533806562601,16.520284368286475,0.18395807492045763,0.33337961793705595,0.3648652009458877,38.90895488713911,32.53139808125929
0.21000000000000005,17.047287256826948,18.848502868298674,0.2105319758091502,0.36251798149459524,0.49104015899082976,41.144257221107814,15.757524374856917,17.498235816460777,0.19447429757082904,0.32446217649615605,0.35966527467587134,38.90895488713911,36.34673868475945
0.22000000000000006,16.111234573846716,16.711333282148917,0.22456949027762355,0.3441793828752528,0.5090401589908298,41.144257221107814,15.430855769191199,16.466996734396336,0.18201159822886287,0.32064547343466143,0.37766527467587135,38.90895488713911,33.17833001654525
0.23000000000000007,16.63770800571896,16.046587187321283,0.23965738142059886,0.36251798149459524,0.5103717683133492,41.144257221107814,16.029773310566426,17.520515807854146,0.16129181240524784,0.33399658962627404,0.35966527467587134,38.90895488713911,33.56710299517543
0.24000000000000007,16.73220413425604,16.36396319453574,0.2519708297334051,0.3638903317372723,0.5031085544916144,41.144257221107814,15.399718922648407,16.322641346238413,0.1628336789044734,0.32064547343466143,0.37766527467587135,38.90895488713911,32.686604540774155
0.25000000000000006,16.630164524023662,17.427489309221123,0.25761909813321915,0.35643107646848343,0.5052244449235274,41.144257221107814,15.94801600262425,17.127911001493217,0.15757832333835226,0.33399658962627404,0.3664976826927102,38.90895488713911,34.55540031071434
0.26000000000000006,16.739491707091748,17.666658417802186,0.26118757217030736,0.35859745242098984,0.4973903120994557,41.144257221107814,15.914959237233612,18.081771100715265,0.17329458208356208,0.3256671738268951,0.3605033137304524,38.90895488713911,35.748429518517455
0.2700000000000001,16.443174819725282,17.49485755367413,0.22698882156447692,0.3506037373312648,0.5153903120994557,41.144257221107814,15.310828393063261,15.83068240872065,0.1401610846411099,0.32125836384652307,0.37850331373045243,38.90895488713911,33.32553996239478
0.2800000000000001,17.01804999330461,17.071714927920443,0.2224282967995188,0.3690817213739268,0.4973903120994557,41.144257221107814,15.77520856388371,16.209211502375638,0.1878589195490569,0.3346276828312197,0.3915656018902342,38.90895488713911,33.28092643029608
0.2900000000000001,16.36729425061375,16.987398096678934,0.2107378661216286,0.3506037373312648,0.5153903120994557,41.144257221107814,16.217826505607366,16.92617157255716,0.16814433077757598,0.34457234662445113,0.3735656018902342,38.90895488713911,33.9135696692361
0.3000000000000001,17.261532375407555,18.75709237167465,0.1899819243443888,0.3690817213739268,0.4973903120994557,41.144257221107814,16.34023055572563,19.415987138073,0.13593260080918385,0.3309214076323362,0.3555656018902342,38.90895488713911,38.17307950974765
0.3100000000000001,16.266296456711682,16.311964500814305,0.19346408977864546,0.3506037373312648,0.5153903120994557,41.144257221107814,15.434271384332009,16.86070684134333,0.15717928803613987,0.3176595788942531,0.3735656018902342,38.90895488713911,33.172671342157635
0.3200000000000001,17.091016613722548,17.576787595343916,0.21830415716985274,0.3690817213739268,0.4973903120994557,41.144257221107814,15.85586196386025,17.10833378305604,0.19403072940604116,0.3309214076323362,0.3876341509054568,38.90895488713911,34.685121378399955
0.3300000000000001,16.42066313571559,17.344308248662806,0.20092689535728286,0.3506037373312648,0.5153903120994557,41.144257221107814,16.102424719069383,16.802420601344544,0.17273672046018657,0.3415579541662863,0.3811852627384631,38.90895488713911,34.14672885000735
0.34000000000000014,17.082701421447645,17.519230094141726,0.23051875605320338,0.3690817213739268,0.4973903120994557,41.144257221107814,16.409365537687858,18.986576993540048,0.1510622137718485,0.33665298461405446,0.3631852627384631,38.90895488713911,36.505807087681774
