t,dev0_latency,dev0_power,dev0_quality,dev0_util,dev0_q,dev0_temp,dev1_latency,dev1_power,dev1_quality,dev1_util,dev1_q,dev1_temp,dev2_latency,dev2_power,dev2_quality,dev2_util,dev2_q,dev2_temp,dev3_latency,dev3_power,dev3_quality,dev3_util,dev3_q,dev3_temp,dev4_latency,dev4_power,dev4_quality,dev4_util,dev4_q,dev4_temp,total_power
0.09999999999999999,11.171265363196882,11.136236271785432,0.4732993298736792,0.20310446369211343,0.7607840403167287,41.144257221107814,11.428598047657275,11.631085436720216,0.5441347002515162,0.2005972124615014,0.7947509342252048,38.90895488713911,10.603453891919356,11.610688446757605,0.5618727797991742,0.19458061907392654,0.8702541338674032,41.57248448528879,10.836116820971007,12.204377188303422,0.6044077306586302,0.1932344569486468,0.9621647600870463,41.87003892973684,11.895324693308387,12.254538364780263,0.36248505881662635,0.2084832478238118,0.6655518784308763,40.67925597873004,58.83692570834694
0.10999999999999999,11.166613402486758,11.116518115117191,0.504457361655123,0.20310446369211343,0.7787840403167288,41.144257221107814,11.309630024808637,11.274814101322601,0.5841854692415838,0.2005972124615014,0.8127509342252048,38.90895488713911,10.936493799066263,12.647061623222488,0.46611517078569253,0.19458061907392654,0.8882541338674033,41.57248448528879,11.024269412507318,12.79637830010164,0.5375291557022098,0.1932344569486468,0.9801647600870463,41.87003892973684,11.686666871061004,11.573563801138821,0.41854304862843544,0.2084832478238118,0.6835518784308763,40.67925597873004,59.40833594090273
0.11999999999999998,11.202564756769009,11.26890427664046,0.5308961641702508,0.20310446369211343,0.7967840403167288,41.144257221107814,11.257226360948776,11.117881819386358,0.4672191239440441,0.2005972124615014,0.8307509342252049,38.90895488713911,10.530861119685635,11.384789987342439,0.5293583828530459,0.19458061907392654,0.9062541338674033,41.57248448528879,10.925504947098274,12.485626942116607,0.5666701487169952,0.1932344569486468,0.9981647600870464,41.87003892973684,11.866090903863324,12.159131124368557,0.40820685386193983,0.2084832478238118,0.7015518784308763,40.67925597873004,58.41633414985442
0.12999999999999998,11.336552787834126,11.836836198864468,0.4946452681676881,0.20310446369211343,0.8147840403167288,41.144257221107814,11.193836719293575,10.928050033145709,0.531322825176294,0.2005972124615014,0.8487509342252049,38.90895488713911,10.69532671751004,11.896583710493129,0.6029028387073394,0.19458061907392654,0.9242541338674033,41.57248448528879,10.888884801931168,12.370405745979348,0.5703060192753463,0.1932344569486468,1.0,41.87003892973684,11.917891464194767,12.328187158732153,0.40736313438215066,0.2084832478238118,0.7195518784308763,40.67925597873004,59.360062847214806
0.13999999999999999,11.311335985009228,11.729950328635296,0.4640954314484957,0.20310446369211343,0.8327840403167288,41.144257221107814,11.56518283753269,12.040113378168218,0.47345802348491983,0.2005972124615014,0.8667509342252049,38.90895488713911,10.903565070972165,12.544592069876213,0.4975594254501508,0.19458061907392654,0.9422541338674033,41.57248448528879,10.658993657447594,11.647078939712223,0.560892713993042,0.1932344569486468,1.0,41.87003892973684,12.131799540345286,13.026296423206688,0.4048543306635943,0.2084832478238118,0.7375518784308763,40.67925597873004,60.98803113959864
0.15,11.266507142182256,11.539935364795529,0.47811003578629835,0.20310446369211343,0.8507840403167288,41.144257221107814,11.62244798575354,12.211604257312612,0.48409331153401636,0.2005972124615014,0.8847509342252049,38.90895488713911,10.534509727304089,11.396143939184437,0.5790900577053494,0.19458061907392654,0.9602541338674033,41.57248448528879,10.79819494982334,12.085060256776835,0.5982344333789965,0.1932344569486468,1.0,41.87003892973684,11.849403611897756,12.104670566685094,0.42802362084072765,0.2084832478238118,0.7555518784308763,40.67925597873004,59.33741438475451
0.16,11.447834906269161,12.308525102190874,0.47487402497338727,0.20310446369211343,0.8687840403167288,41.144257221107814,11.493390616217532,11.825118542189019,0.5299584432924414,0.2005972124615014,0.9027509342252049,38.90895488713911,10.664049185547164,11.79925244641117,0.6741828498040476,0.19458061907392654,0.9782541338674033,41.57248448528879,10.661688075356373,11.65555662468389,0.5981746364521144,0.1932344569486468,1.0,41.87003892973684,11.82358098123606,12.020395966013407,0.4534609425271657,0.2084832478238118,0.7735518784308764,40.67925597873004,59.608848681488354
0.17,11.137095853013221,10.99140277101828,0.4747082015234351,0.20310446369211343,0.8867840403167289,41.144257221107814,11.314981605986574,11.290840382394606,0.5179265549748145,0.2005972124615014,0.9207509342252049,38.90895488713911,10.82485486760819,12.2996570283692,0.5595520452088045,0.19458061907392654,0.9962541338674034,41.57248448528879,11.088643108954782,12.998922945148994,0.49357626807704097,0.1932344569486468,1.0,41.87003892973684,11.767921820117119,11.838747022554752,0.43261481345566605,0.2084832478238118,0.7915518784308764,40.67925597873004,59.419570149485835
0.18000000000000002,11.316360268921509,11.75124664292112,0.5390180980723464,0.20310446369211343,0.9047840403167289,41.144257221107814,11.22044746648975,11.007740745090821,0.5044382123216145,0.2005972124615014,0.938750934225205,38.90895488713911,10.707790286369761,11.935368577327544,0.6017380327010708,0.19458061907392654,1.0,41.57248448528879,11.179434743533662,13.28458868152713,0.4427564350418679,0.1932344569486468,1.0,41.87003892973684,11.832515240404184,12.049553766918951,0.47879023128600223,0.2084832478238118,0.8095518784308764,40.67925597873004,60.028498413785556
0.19000000000000003,11.222071026270397,11.351585043312515,0.58944518112762,0.20310446369211343,0.9227840403167289,41.144257221107814,11.58517280496634,12.099976963538568,0.49073352927449315,0.2005972124615014,0.956750934225205,38.90895488713911,10.574313940088487,11.520009030288543,0.5832289969496786,0.19458061907392654,1.0,41.57248448528879,10.840354357435121,12.217710123436316,0.6285847713394831,0.1932344569486468,1.0,41.87003892973684,11.795549507160013,11.9289125956726,0.48114536686181436,0.2084832478238118,0.8275518784308764,40.67925597873004,59.118193756248544
0.20000000000000004,11.185466685247293,11.488404831995155,0.5676667165761302,0.2,0.9407840403167289,41.144257221107814,11.143760729095796,10.81205825756898,0.5491157468031089,0.2,0.974750934225205,38.90895488713911,10.620062482375223,11.402331682086091,0.5197978628445045,0.2,1.0,41.57248448528879,11.364330338641853,13.586501680284421,0.493429741038495,0.2,1.0,41.87003892973684,11.432506159349646,11.305547133109293,0.3364530897910905,0.2,0.8455518784308764,40.67925597873004,58.59484358504394
0.21000000000000005,11.235581404217944,11.697821351471493,0.5781489201028753,0.2,0.9587840403167289,41.144257221107814,11.220865450233875,11.04229620162308,0.4953220028000185,0.2,0.992750934225205,38.90895488713911,10.935863736736222,12.41173813127116,0.5133246420816933,0.2,1.0,41.57248448528879,10.995056945895092,12.38527826547891,0.5473021816018299,0.2,1.0,41.87003892973684,11.401732498155226,11.209027533718942,0.41237177749400494,0.2,0.8635518784308764,40.67925597873004,58.74616148356358
0.22000000000000006,11.167097895695763,11.411646385497075,0.558590343387779,0.2,0.9767840403167289,41.144257221107814,11.29024056866459,11.249453226513861,0.5707791173708188,0.2,1.0,38.90895488713911,10.97257123674232,12.529067580498936,0.5009955548359944,0.2,1.0,41.57248448528879,11.117679277198215,12.784161094387091,0.5424468019907837,0.2,1.0,41.87003892973684,11.616145315808476,11.881519478479817,0.48292389596981977,0.2,0.8815518784308765,40.67925597873004,59.85584776537678
0.23000000000000007,11.233921758913,11.690886120655769,0.5948188335861038,0.2,0.994784040316729,41.144257221107814,11.71175888885175,12.508124679941888,0.47140216473627944,0.2,1.0,38.90895488713911,10.877732342184046,12.225930748460673,0.5128663822034358,0.2,1.0,41.57248448528879,10.873662583135863,11.990389941987434,0.5370494143973756,0.2,1.0,41.87003892973684,11.657761490219432,12.012045919806624,0.4516251375526784,0.2,0.8995518784308765,40.67925597873004,60.42737741085239
0.24000000000000007,11.000323956092293,10.714740991463628,0.5078046131818393,0.2,1.0,41.144257221107814,11.452288564353669,11.733335365179883,0.5391420705342427,0.2,1.0,38.90895488713911,10.74772699392509,11.810390166689793,0.5822324994996534,0.2,1.0,41.57248448528879,11.069368435623689,12.627008926838219,0.5365994092967908,0.2,1.0,41.87003892973684,11.601678223883182,11.83614437968508,0.4976595658865838,0.2,0.9175518784308765,40.67925597873004,58.72161982985661
0.25000000000000006,11.216480737606398,11.618004579001692,0.5697737371733317,0.2,1.0,41.144257221107814,10.994731068106908,10.367049414495495,0.4285477536564364,0.2,1.0,38.90895488713911,10.847388146099627,12.128940547187007,0.5621734382518669,0.2,1.0,41.57248448528879,10.999260483259622,12.398952111486945,0.544791125579434,0.2,1.0,41.87003892973684,11.66951855879147,12.048921205506595,0.538851000488394,0.2,0.9355518784308765,40.67925597873004,58.56186785767773
0.26000000000000006,11.025452238325245,10.819745619120546,0.4898157397353677,0.2,1.0,41.144257221107814,11.32958112978233,11.366925798568978,0.5343594616596421,0.2,1.0,38.90895488713911,10.660622363824382,11.531974631085163,0.5223415920064193,0.2,1.0,41.57248448528879,11.279776882115431,13.311454536955765,0.49197713043145386,0.2,1.0,41.87003892973684,11.888485620545005,12.735697242540677,0.4336852958298093,0.2,0.9535518784308765,40.67925597873004,59.76579782827113
0.2700000000000001,11.250220572372193,11.758994669527752,0.5049547352670586,0.2,1.0,41.144257221107814,11.452320875563771,11.733431847813815,0.47769790408905416,0.2,1.0,38.90895488713911,10.776802827185076,11.903326256090217,0.5372908754761107,0.2,1.0,41.57248448528879,10.946559152290552,12.227517954586087,0.5106560558114839,0.2,1.0,41.87003892973684,11.43713602330677,11.320068402176052,0.43047480206009864,0.2,0.9715518784308765,40.67925597873004,58.94333913019392
0.2800000000000001,11.179257167499298,11.46245685461203,0.5428814461829884,0.2,1.0,41.144257221107814,11.502685242839606,11.883821969248892,0.48597496495207154,0.2,1.0,38.90895488713911,10.934329338581152,12.40683368148841,0.46786204459477837,0.2,1.0,41.57248448528879,11.052878665343775,12.57336872812891,0.598663887504246,0.2,1.0,41.87003892973684,11.540477074027141,11.644190928679873,0.5351148288420976,0.2,0.9895518784308766,40.67925597873004,59.97067216215811
0.2900000000000001,11.273950078057183,11.85815416980062,0.4949974329128887,0.2,1.0,41.144257221107814,11.223222403638951,11.049334163737546,0.5274704288967463,0.2,1.0,38.90895488713911,10.638033508428078,11.459773092928268,0.505082029328335,0.2,1.0,41.57248448528879,11.11713102263228,12.7823776563306,0.5482374736340802,0.2,1.0,41.87003892973684,11.716367448414042,12.195859719896724,0.4759326144840272,0.2,1.0,40.67925597873004,59.34549880269376
0.3000000000000001,11.23668327709725,11.702425794797307,0.6250627356443611,0.2,1.0,41.144257221107814,11.450808291096447,11.728915206902272,0.5205160571847541,0.2,1.0,38.90895488713911,10.509654504165717,11.049430850606928,0.45004286089375606,0.2,1.0,41.57248448528879,11.164645785690917,12.936940229903588,0.535896160350148,0.2,1.0,41.87003892973684,11.85188913877451,12.620914742750728,0.522617280674135,0.2,1.0,40.67925597873004,60.038626824960815
0.3100000000000001,11.298881627156028,11.96233670029612,0.5227115351432201,0.2,1.0,41.144257221107814,11.515147373388128,11.921034415823822,0.5260139203279853,0.2,1.0,38.90895488713911,10.860743707968053,12.171629390553882,0.477583623392069,0.2,1.0,41.57248448528879,11.11189632926875,12.76534952389239,0.5363861624785632,0.2,1.0,41.87003892973684,11.600490067643658,11.832417804432062,0.5353551857547229,0.2,1.0,40.67925597873004,60.65276783499827
0.3200000000000001,11.246839476683775,11.744865940371357,0.5579666951199885,0.2,1.0,41.144257221107814,11.218572320567079,11.035448819878624,0.47158199840388876,0.2,1.0,38.90895488713911,11.052017938423699,12.783005815183701,0.469938127071932,0.2,1.0,41.57248448528879,10.93001923747953,12.17371463883105,0.5183750097321321,0.2,1.0,41.87003892973684,11.755385772175533,12.3182381705643,0.5103635876154892,0.2,1.0,40.67925597873004,60.05527338482903
0.3300000000000001,11.35486707195192,12.196285472858477,0.5194485807629711,0.2,1.0,41.144257221107814,11.521246755554184,11.93924742780526,0.47994055666987057,0.2,1.0,38.90895488713911,11.181903501248774,13.198163522637866,0.44473088678732436,0.2,1.0,41.57248448528879,10.733308953544356,11.533828300857014,0.4707768334240425,0.2,1.0,41.87003892973684,11.553912441488494,11.686330090375296,0.46484936530731163,0.2,1.0,40.67925597873004,60.553854814533906
0.34000000000000014,11.35324807827152,12.189520114724814,0.5248661101700145,0.2,1.0,41.144257221107814,11.189539209449597,10.94875472755174,0.5310282968838052,0.2,1.0,38.90895488713911,10.706426330405924,11.678379430392294,0.5287977424720901,0.2,1.0,41.57248448528879,11.15694652866719,12.911895024927642,0.4793987615927691,0.2,1.0,41.87003892973684,11.406346617921853,11.22349942214977,0.47179695769058805,0.2,1.0,40.67925597873004,58.95204871974626
0.35000000000000014,11.211211525961447,11.595985898946523,0.5940677472167478,0.2,1.0,41.144257221107814,11.462139258110705,11.762749951532705,0.5221905640623261,0.2,1.0,38.90895488713911,10.849457547500968,12.135555046311438,0.5236333248176568,0.2,1.0,41.57248448528879,11.108472084295226,12.754210667638404,0.5001594616700564,0.2,1.0,41.87003892973684,11.51714808625388,11.571021066315044,0.5130283617649112,0.2,1.0,40.67925597873004,59.81952263074412
0.36000000000000015,11.227979177435083,11.666053601280787,0.5402018625050224,0.2,1.0,41.144257221107814,11.327445721245263,11.360549378759236,0.5085579104139155,0.2,1.0,38.90895488713911,10.788595749185308,11.941020379711912,0.5130566108214061,0.2,1.0,41.57248448528879,11.209737938120318,13.083622201543296,0.5025546190291975,0.2,1.0,41.87003892973684,11.426012897566613,11.28518143719565,0.566387483061647,0.2,1.0,40.67925597873004,59.33642699849088
0.37000000000000016,10.95696412167725,10.533551396973706,0.5079990538378663,0.2,1.0,41.144257221107814,11.509844606513393,11.905200130646254,0.5185932947402464,0.2,1.0,38.90895488713911,10.86011174170042,12.169609414960352,0.5499359015924763,0.2,1.0,41.57248448528879,11.293918939020118,13.357457769847962,0.4659136130665977,0.2,1.0,41.87003892973684,11.83849249783886,12.578897044300215,0.4655655428033152,0.2,1.0,40.67925597873004,60.544715756728486
0.38000000000000017,11.111637879805135,11.179893245172774,0.5279089322139497,0.2,1.0,41.144257221107814,11.156450174575117,10.849949476099084,0.4926711700971263,0.2,1.0,38.90895488713911,10.7761000270124,11.901079871641166,0.5531497858597358,0.2,1.0,41.57248448528879,11.360522850257741,13.57411615701513,0.47168361539224063,0.2,1.0,41.87003892973684,11.690037880345475,12.113278731367489,0.5688867302606849,0.2,1.0,40.67925597873004,59.618317481295634
0.3900000000000002,11.261307415339354,11.80532373439836,0.5416427939622301,0.2,1.0,41.144257221107814,11.101611268773684,10.686198194212103,0.48647602317640226,0.2,1.0,38.90895488713911,10.73920155000935,11.783139996046469,0.5019717258751116,0.2,1.0,41.57248448528879,10.89464873599114,12.05865659398999,0.4825488161319805,0.2,1.0,41.87003892973684,11.696280875394416,12.132859481844747,0.5552511934468556,0.2,1.0,40.67925597873004,58.46617800049167
0.4000000000000002,11.24529545120931,11.738413855086103,0.531670448799331,0.2,1.0,41.144257221107814,11.603020464440775,12.18342716587876,0.4467019555129605,0.2,1.0,38.90895488713911,10.606970326137384,11.360484771227707,0.5081664092345514,0.2,1.0,41.57248448528879,11.018983454145244,12.463109710985549,0.4987146893664767,0.2,1.0,41.87003892973684,11.690160604097708,12.11366364648455,0.5176265896209258,0.2,1.0,40.67925597873004,59.85909914966267
0.4100000000000002,11.248161286771046,11.750389444714404,0.5342575912335752,0.2,1.0,41.144257221107814,11.723965871924346,12.544575245409916,0.4103198765990869,0.2,1.0,38.90895488713911,10.857500012757995,12.161261455597923,0.5172327159614059,0.2,1.0,41.57248448528879,10.933839362814984,12.186141269318306,0.4874920999636569,0.2,1.0,41.87003892973684,11.627379509914265,11.916754802210525,0.5416931704781558,0.2,1.0,40.67925597873004,60.55912221725107
0.4200000000000002,11.114419101921046,11.191515256976245,0.5080315406627135,0.2,1.0,41.144257221107814,11.065593535137374,10.578647724934598,0.484759234920295,0.2,1.0,38.90895488713911,10.763862940489368,11.861966049624922,0.5847955466552628,0.2,1.0,41.57248448528879,11.400147272656852,13.703011942411173,0.4721989084401302,0.2,1.0,41.87003892973684,11.482730540091552,11.463072657232376,0.4907881916088824,0.2,1.0,40.67925597873004,58.798213631179316
0.4300000000000002,11.163434964244317,11.396339937184123,0.5292910146342408,0.2,1.0,41.144257221107814,11.42511309773465,11.652188277547351,0.5314852212787791,0.2,1.0,38.90895488713911,10.782857996829584,11.922680603818963,0.5377739769265583,0.2,1.0,41.57248448528879,10.885989650204364,12.030489125653002,0.4679923555166645,0.2,1.0,41.87003892973684,12.033125947295773,13.18935227908229,0.45877509921216053,0.2,1.0,40.67925597873004,60.19105022328573
0.4400000000000002,11.373116321136637,12.272544390913222,0.48509731572674736,0.2,1.0,41.144257221107814,11.488734021989044,11.842163036329262,0.5110737238792126,0.2,1.0,38.90895488713911,10.8093934392254,12.007496754218721,0.551665646225165,0.2,1.0,41.57248448528879,11.14980590309118,12.888667013360227,0.5675107172129672,0.2,1.0,41.87003892973684,11.737167073173211,12.26109639864422,0.6040181965760382,0.2,1.0,40.67925597873004,61.271967593465654
0.45000000000000023,11.252490484722308,11.768480049345118,0.5130989001029824,0.2,1.0,41.144257221107814,11.469397000285579,11.784421875276845,0.5382057215821869,0.2,1.0,38.90895488713911,10.978893380531929,12.549275266902274,0.5153898791037573,0.2,1.0,41.57248448528879,11.022551661626258,12.474716868336358,0.6110760650478821,0.2,1.0,41.87003892973684,11.402303160464623,11.210817379169637,0.555767397085856,0.2,1.0,40.67925597873004,59.78771143903023
0.46000000000000024,11.31313429451811,12.021894930962231,0.49144966844885885,0.2,1.0,41.144257221107814,11.15943480013291,10.85886169369166,0.5000203578083297,0.2,1.0,38.90895488713911,10.754021065283965,11.830508124213857,0.6384524699678659,0.2,1.0,41.57248448528879,11.152267820061684,12.896675476380747,0.49078006377247585,0.2,1.0,41.87003892973684,11.70759371768083,12.168341480510833,0.5865769341800379,0.2,1.0,40.67925597873004,59.77628170575933
0.47000000000000025,11.178209394618523,11.458078481263827,0.5682641939151822,0.2,1.0,41.144257221107814,11.385219736450946,11.533065020919272,0.5395306537783664,0.2,1.0,38.90895488713911,10.890288145881033,12.266063297180544,0.5261663446834082,0.2,1.0,41.57248448528879,10.965241936278968,12.288291890703462,0.5268428933298476,0.2,1.0,41.87003892973684,11.8891816576767,12.737880318018362,0.5037485417859343,0.2,1.0,40.67925597873004,60.28337900808547
0.48000000000000026,11.111701321288393,11.180158350812146,0.5408440459213809,0.2,1.0,41.144257221107814,11.369304111452154,11.48554029449564,0.5180403947975677,0.2,1.0,38.90895488713911,10.770964313622454,11.884664413673889,0.516684365037521,0.2,1.0,41.57248448528879,11.10321172869883,12.7370990575503,0.5338377348232571,0.2,1.0,41.87003892973684,11.879989038311745,12.709048261512372,0.5500703914378723,0.2,1.0,40.67925597873004,59.99651037804434
0.49000000000000027,11.10620279235098,11.157181412779476,0.5347404703320824,0.2,1.0,41.144257221107814,11.472345948560953,11.79322755900182,0.5389753896742911,0.2,1.0,38.90895488713911,10.936499748702705,12.413771038271562,0.5922300801532966,0.2,1.0,41.57248448528879,11.274040420255012,13.292794182756893,0.5511579447541484,0.2,1.0,41.87003892973684,11.515504006306625,11.565864515819722,0.6265043620067876,0.2,1.0,40.67925597873004,60.22283870862948
0.5000000000000002,11.11982843578729,11.214119471750314,0.5892544195830852,0.2,1.0,41.144257221107814,11.372826670761967,11.496058804923138,0.5497478765469468,0.2,1.0,38.90895488713911,10.815727386185188,12.027742167502286,0.5809786196940807,0.2,1.0,41.57248448528879,10.914218889714428,12.122317088749428,0.534496239509587,0.2,1.0,41.87003892973684,11.741419783399403,12.274434749409895,0.5860909500139233,0.2,1.0,40.67925597873004,59.13467228233506
0.5100000000000002,11.277515126653718,11.873051590841477,0.5099675448878132,0.2,1.0,41.144257221107814,11.725343660842508,12.548689381135668,0.4672897845786052,0.2,1.0,38.90895488713911,10.793928809626049,11.958066624869083,0.578259798047576,0.2,1.0,41.57248448528879,10.911089160239024,12.112136273121482,0.5899247234910688,0.2,1.0,41.87003892973684,11.501182090532337,11.520944752639675,0.6171991628127267,0.2,1.0,40.67925597873004,60.01288862260739
0.5200000000000002,11.252831795341875,11.769906298628321,0.5418842148427779,0.2,1.0,41.144257221107814,11.281288434145704,11.222721775882809,0.5112870667391982,0.2,1.0,38.90895488713911,10.954347111259068,12.470817179211659,0.5302631663792478,0.2,1.0,41.57248448528879,10.975374026258022,12.321250950204682,0.6122308893974148,0.2,1.0,41.87003892973684,11.669233617275172,12.048027504856892,0.6192691582444174,0.2,1.0,40.67925597873004,59.83272370878436
0.5300000000000002,11.207690478520338,11.58127234741568,0.6056921289912779,0.2,1.0,41.144257221107814,11.260771611374548,11.161457679163044,0.5207038481708959,0.2,1.0,38.90895488713911,10.620353283456483,11.403261179619118,0.5267643563109335,0.2,1.0,41.57248448528879,11.294140164867969,13.35817740379294,0.5017048863956746,0.2,1.0,41.87003892973684,11.697269896403087,12.135961482316592,0.6532653767632406,0.2,1.0,40.67925597873004,59.64013009230737
0.5400000000000003,11.084590480015807,11.06686911890593,0.6041129320428589,0.2,1.0,41.144257221107814,11.234172854917178,11.08203267235738,0.5476162921771331,0.2,1.0,38.90895488713911,11.147773569132697,13.08907284262165,0.486933164402645,0.2,1.0,41.57248448528879,10.94617592616566,12.226271343800075,0.6355859121784506,0.2,1.0,41.87003892973684,11.891865641529618,12.746298459903306,0.5856811880352362,0.2,1.0,40.67925597873004,60.21054443758835
0.5500000000000003,11.244842593695804,11.736521480026546,0.5826257866424345,0.2,1.0,41.144257221107814,11.142894418431972,10.809471417448082,0.4837756518238216,0.2,1.0,38.90895488713911,10.779195616627192,11.910974411571113,0.6244928510213565,0.2,1.0,41.57248448528879,11.222990398350696,13.12673163169773,0.6088348868138073,0.2,1.0,41.87003892973684,11.366617571822681,11.098891836805057,0.5620521369939481,0.2,1.0,40.67925597873004,58.682590777548526
0.5600000000000003,11.151486318774575,11.346409621338282,0.5442378963108397,0.2,1.0,41.144257221107814,11.306362226813285,11.297593176598777,0.5447722380104174,0.2,1.0,38.90895488713911,10.927134177081278,12.38383553844557,0.6256887830273838,0.2,1.0,41.57248448528879,11.162854942589062,12.931114728504241,0.6087070001586226,0.2,1.0,41.87003892973684,11.726707437453623,12.22829042723102,0.7407100077450045,0.2,1.0,40.67925597873004,60.18724349211789
