t,dev0_latency,dev0_power,dev0_quality,dev0_util,dev0_q,dev0_temp,dev1_latency,dev1_power,dev1_quality,dev1_util,dev1_q,dev1_temp,dev2_latency,dev2_power,dev2_quality,dev2_util,dev2_q,dev2_temp,total_power
0.0,15.656673368522098,16.059662296234734,0.061509351433036465,0.3333333333333333,0.5807840403167286,41.144257221107814,15.900829505417786,16.993160736330225,0.061282943708398215,0.3333333333333333,0.6147509342252047,38.90895488713911,14.917464813806205,18.09748338625942,0.07663203698561831,0.3333333333333333,0.6902541338674031,41.57248448528879,51.15030641882438
0.01,15.731324386093402,16.099988962968546,0.0717662479770843,0.33544576307150936,0.5987840403167286,41.144257221107814,15.77824581671068,16.09422523583224,0.08978622495869888,0.3355420831890587,0.6327509342252047,38.90895488713911,14.889893348904593,18.497979062877416,0.10219527960779175,0.3290121537394318,0.7082541338674031,41.57248448528879,50.6921932616782
0.02,15.675360064616758,15.737276892921177,0.11294125500631165,0.33544576307150936,0.6167840403167286,41.144257221107814,16.03611945479919,17.337432763869202,0.11720841936628758,0.3355420831890587,0.6507509342252047,38.90895488713911,14.793098752097595,18.0046620999763,0.1359319762821665,0.3290121537394318,0.7262541338674031,41.57248448528879,51.079371756766676
0.03,15.816111441859778,16.6495049349093,0.14900396791781043,0.33544576307150936,0.6347840403167286,41.144257221107814,15.961260567924139,16.97653844216429,0.1478099595920295,0.3355420831890587,0.6687509342252047,38.90895488713911,14.740698002969491,17.737599895407552,0.1752122275368292,0.3290121537394318,0.7442541338674031,41.57248448528879,51.36364327248114
0.04,15.795303539905538,16.514646207205175,0.1730663354317112,0.33544576307150936,0.6527840403167287,41.144257221107814,16.034583987423055,17.33003028327749,0.1818409248800045,0.3355420831890587,0.6867509342252047,38.90895488713911,14.650997884354133,17.280440182500936,0.25801736923437774,0.3290121537394318,0.7622541338674031,41.57248448528879,51.12511667298361
0.05,15.703717913996918,15.921067815054691,0.23686921919675366,0.33544576307150936,0.6707840403167287,41.144257221107814,16.18705218499357,18.065078706260646,0.22299861091285098,0.3355420831890587,0.7047509342252047,38.90895488713911,14.866619787673383,18.379364564535464,0.2838676459065995,0.3290121537394318,0.7802541338674032,41.57248448528879,52.3655110858508
0.060000000000000005,15.744113267275054,16.18287537067605,0.29839382418706956,0.33544576307150936,0.6887840403167287,41.144257221107814,16.028527675558834,17.300832833869514,0.2740396060867956,0.3355420831890587,0.7227509342252048,38.90895488713911,14.838332654839215,18.235198227578074,0.3040377676435393,0.3290121537394318,0.7982541338674032,41.57248448528879,51.71890643212364
0.07,15.728152841928178,16.079433771391795,0.31891812104473904,0.33544576307150936,0.7067840403167287,41.144257221107814,15.893022849172201,16.647564739085098,0.31890112941706594,0.3355420831890587,0.7407509342252048,38.90895488713911,14.517980506551488,16.6025125812164,0.45389333947054483,0.3290121537394318,0.8162541338674032,41.57248448528879,49.32951109169329
0.08,15.85416934292659,16.896163157744407,0.3520296512107471,0.33544576307150936,0.7247840403167287,41.144257221107814,16.048672759562887,17.39795218376669,0.34548932331824483,0.3355420831890587,0.7587509342252048,38.90895488713911,14.734248259946224,17.704728560181312,0.4173784730783534,0.3290121537394318,0.8342541338674032,41.57248448528879,51.99884390169241
0.09,15.749514809977764,16.2178834737577,0.3693734416431521,0.33544576307150936,0.7427840403167287,41.144257221107814,15.812294194465386,16.25837229582589,0.4173691484972895,0.3355420831890587,0.7767509342252048,38.90895488713911,14.6450454910444,17.250103607047187,0.4702126636104846,0.3290121537394318,0.8522541338674032,41.57248448528879,49.726359376630775
0.09999999999999999,15.85421512989908,16.896459909087667,0.4225702464277015,0.33544576307150936,0.7607840403167287,41.144257221107814,15.931556992000042,16.83333765020982,0.4352926960748736,0.3355420831890587,0.7947509342252048,38.90895488713911,14.78402278012903,17.95840609938738,0.43816223751015343,0.3290121537394318,0.8702541338674032,41.57248448528879,51.68820365868487
0.10999999999999999,15.778432704442606,16.40530412116306,0.41587989125002156,0.33544576307150936,0.7787840403167288,41.144257221107814,15.916300861945535,16.75978792301371,0.45994370269770524,0.3355420831890587,0.8127509342252048,38.90895488713911,14.469170069819432,16.353748526188127,0.5896354849518852,0.3290121537394318,0.8882541338674033,41.57248448528879,49.5188405703649
0.11999999999999998,15.661727479964519,15.648922332929345,0.5232547111212883,0.33544576307150936,0.7967840403167288,41.144257221107814,15.772330890728018,16.0657094070568,0.4850755976443857,0.3355420831890587,0.8307509342252049,38.90895488713911,14.927950349789192,18.691937865463785,0.45364604979563217,0.3290121537394318,0.9062541338674033,41.57248448528879,50.40656960544993
0.12999999999999998,15.889002819827539,17.12192346681852,0.4403691286956867,0.33544576307150936,0.8147840403167288,41.144257221107814,15.89608819543069,16.66234275816779,0.5004149289927753,0.3355420831890587,0.8487509342252049,38.90895488713911,14.6556772105148,17.304288527823413,0.5784344899586608,0.3290121537394318,0.9242541338674033,41.57248448528879,51.08855475280973
0.13999999999999999,15.56774217998166,15.039791339980006,0.4356575288072404,0.33544576307150936,0.8327840403167288,41.144257221107814,15.974773150131783,17.04168253385309,0.45312879740582995,0.3355420831890587,0.8667509342252049,38.90895488713911,14.47197770171936,16.36805771789414,0.5257757906802925,0.3290121537394318,0.9422541338674033,41.57248448528879,48.449531591727236
0.15,15.724884412565292,16.058250654206848,0.48365799842200075,0.33544576307150936,0.8507840403167288,41.144257221107814,15.937815012185116,16.863507534430482,0.4834332793444742,0.3355420831890587,0.8847509342252049,38.90895488713911,14.674049783951519,17.397924974768404,0.48809769711639933,0.3290121537394318,0.9602541338674033,41.57248448528879,50.31968316340573
0.16,15.818147155973515,16.662698663712508,0.4994069507458978,0.33544576307150936,0.8687840403167288,41.144257221107814,16.173394735293012,17.999236209108265,0.43598419932770544,0.3355420831890587,0.9027509342252049,38.90895488713911,14.774335605159278,17.909035081863557,0.4912684493252562,0.3290121537394318,0.9782541338674033,41.57248448528879,52.57096995468433
0.17,15.640144800397755,15.50904217042087,0.4478132751236583,0.33544576307150936,0.8867840403167289,41.144257221107814,15.773240154081357,16.070092961165777,0.48552774347969047,0.3355420831890587,0.9207509342252049,38.90895488713911,14.48617159941433,16.440397401446656,0.5263424806046556,0.3290121537394318,0.9962541338674034,41.57248448528879,48.0195325330333
0.18000000000000002,15.767075850803687,16.331698870819466,0.4776340873908564,0.33544576307150936,0.9047840403167289,41.144257221107814,15.75854355239235,15.99924071743987,0.5261906326113648,0.3355420831890587,0.938750934225205,38.90895488713911,14.85632618410654,18.32690286298999,0.4894565912375093,0.3290121537394318,1.0,41.57248448528879,50.65784245124932
0.19000000000000003,16.177384133056115,18.990960387560396,0.3683851388933759,0.33544576307150936,0.9227840403167289,41.144257221107814,15.764032718786407,16.025703961353926,0.48875707908460275,0.3355420831890587,0.956750934225205,38.90895488713911,14.762093845869671,17.846644538253386,0.6109134277265125,0.3290121537394318,1.0,41.57248448528879,52.863308887167705
0.20000000000000004,15.66215084207782,16.09499953985144,0.49420098220773195,0.3333333333333333,0.9407840403167289,41.144257221107814,15.830628700062293,16.656622422715024,0.5495988126231212,0.3333333333333333,0.974750934225205,38.90895488713911,14.889258374336254,17.952085119847553,0.4773322794817568,0.3333333333333333,1.0,41.57248448528879,50.70370708241401
0.21000000000000005,15.582044051140333,15.578200479497795,0.47584396944479834,0.3333333333333333,0.9587840403167289,41.144257221107814,15.77105061781248,16.371008785845103,0.5714431575014985,0.3333333333333333,0.992750934225205,38.90895488713911,15.15980370157387,19.346689412533483,0.4499155803168887,0.3333333333333333,1.0,41.57248448528879,51.29589867787638
0.22000000000000006,15.845604239876385,17.278526460496213,0.49709758564430007,0.3333333333333333,0.9767840403167289,41.144257221107814,15.64964631884916,15.789004094704426,0.5111460606052401,0.3333333333333333,1.0,38.90895488713911,14.743313165944844,17.199768248594264,0.5352070030780806,0.3333333333333333,1.0,41.57248448528879,50.2672988037949
0.23000000000000007,15.61131224469332,15.767020612590319,0.444223943605117,0.3333333333333333,0.994784040316729,41.144257221107814,15.699937758181692,16.030098140514077,0.5005782281887226,0.3333333333333333,1.0,38.90895488713911,14.930036742710142,18.162289037112057,0.4907835936650267,0.3333333333333333,1.0,41.57248448528879,49.95940779021645
0.24000000000000007,15.713662012347575,16.427317487950233,0.5457859239191749,0.3333333333333333,1.0,41.144257221107814,15.937039960641645,17.166751416302702,0.5013631990033823,0.3333333333333333,1.0,38.90895488713911,14.661295904072627,16.776986503852182,0.49493499679976477,0.3333333333333333,1.0,41.57248448528879,50.37105540810512
0.25000000000000006,15.742128415643677,16.610964970303556,0.5735968276116439,0.3333333333333333,1.0,41.144257221107814,15.887864973993626,16.9310095755251,0.46901529346872894,0.3333333333333333,1.0,38.90895488713911,14.915189798550756,18.085756160830798,0.5050646250294474,0.3333333333333333,1.0,41.57248448528879,51.62773070665945
0.26000000000000006,15.74890161808007,16.654661448638887,0.4960783498696505,0.3333333333333333,1.0,41.144257221107814,16.054458675371254,17.7296494634385,0.4779869792181773,0.3333333333333333,1.0,38.90895488713911,15.125306152490587,19.16886179846999,0.4447439445365181,0.3333333333333333,1.0,41.57248448528879,53.55317271054737
