t,dev0_latency_ms,dev0_power,dev0_quality,dev0_util,dev0_q,dev0_drift_ms,dev1_latency_ms,dev1_power,dev1_quality,dev1_util,dev1_q,dev1_drift_ms,total_power
0.0,14.39600158937595,27.5,0.06542809212127434,0.5,0.615,9.396001589375951e-05,14.59405647163912,27.5,0.06269328189496899,0.5,0.615,9.594056471639121e-05,55.0
0.01,14.327552792280828,27.393641464421957,0.08289001853698802,0.4976364769871546,0.63,0.0001872355438165678,14.511233312195136,27.606358535578043,0.07935071305359927,0.5023635230128454,0.63,0.00019105289783834259,55.0
0.02,14.37278049500559,27.393641464421957,0.09746163482615988,0.4976364769871546,0.645,0.0002809633487666237,14.620950909768279,27.606358535578043,0.09090567388615596,0.5023635230128454,0.645,0.0002872624069360254,55.0
0.03,14.571123128451354,27.393641464421957,0.11218884443210507,0.4976364769871546,0.66,0.00037667458005113724,14.457556589928663,27.606358535578043,0.11408511929632803,0.5023635230128454,0.66,0.00038183797283531203,55.0
0.04,14.362824830458049,27.393641464421957,0.13679491728332702,0.4976364769871546,0.675,0.0004703028283557177,14.538807327904758,27.606358535578043,0.13050774750964547,0.5023635230128454,0.675,0.0004772260461143596,55.0
0.05,14.304690227877126,27.178031610909034,0.16661504260856747,0.49284514690908965,0.6900000000000001,0.000563349730634489,14.614904945383415,27.82196838909097,0.14831310395820513,0.5071548530909105,0.6900000000000001,0.0005733750955681938,55.0
0.060000000000000005,14.337883798448287,27.178031610909034,0.1931721570054168,0.49284514690908965,0.7050000000000001,0.0006567285686189719,14.667216271206293,27.82196838909097,0.17525750288440398,0.5071548530909105,0.7050000000000001,0.0006700472582802567,55.0
0.07,14.416493150580294,27.178031610909034,0.2079330879239316,0.49284514690908965,0.7200000000000001,0.0007508935001247748,14.59034425991382,27.82196838909097,0.19263380041003758,0.5071548530909105,0.7200000000000001,0.0007659507008793948,55.0
0.08,14.292347587447814,27.178031610909034,0.2557693292405719,0.49284514690908965,0.7350000000000001,0.0008438169759992529,14.744196800817466,27.82196838909097,0.22136099887509772,0.5071548530909105,0.7350000000000001,0.0008633926688875695,55.0
0.09,14.290022923391462,27.178031610909034,0.28010349120774675,0.49284514690908965,0.7500000000000001,0.0009367172052331676,14.696672561142961,27.82196838909097,0.26945582598141177,0.5071548530909105,0.7500000000000001,0.0009603593944989992,55.0
0.09999999999999999,14.428667597170598,27.178031610909034,0.2811317073116186,0.49284514690908965,0.7650000000000001,0.0010310038812048736,14.655143013919526,27.82196838909097,0.30139131959158366,0.5071548530909105,0.7650000000000001,0.0010569108246381944,55.0
0.10999999999999999,15.994076207674237,31.171885866789037,0.18767135111560135,0.5815974637064231,0.7800000000000001,0.001140944643281616,13.057058209447574,23.828114133210963,0.3280968740608434,0.41840253629357693,0.7800000000000001,0.0011374814067326702,55.0
0.11999999999999998,15.9792785939409,31.171885866789037,0.2109647934955727,0.5815974637064231,0.7950000000000002,0.001250737429221025,13.098140816144635,23.828114133210963,0.36813238367048823,0.41840253629357693,0.7950000000000002,0.0012184628148941166,55.0
0.12999999999999998,15.940866755658293,31.171885866789037,0.26389040138278447,0.5815974637064231,0.8100000000000002,0.001360146096777608,12.971437399038459,23.828114133210963,0.3800945548112158,0.41840253629357693,0.8100000000000002,0.001298177188884501,55.0
0.13999999999999999,16.122641037666593,31.171885866789037,0.2619879322434124,0.5815974637064231,0.8250000000000002,0.001471372507154274,13.13246604857107,23.828114133210963,0.4448381581760614,0.41840253629357693,0.8250000000000002,0.0013795018493702117,55.0
0.15,15.939971259382963,31.171885866789037,0.33157414955461645,0.5815974637064231,0.8400000000000002,0.0015807722197481036,13.09457330208624,23.828114133210963,0.4346030345637154,0.41840253629357693,0.8400000000000002,0.001460447582391074,55.0
0.16,19.859813607545185,40.68865199570658,0.1143994207252009,0.7930811554601462,0.8550000000000002,0.0017293703558235556,5.637843053656219,5.4476503679502875,0.1007841203489117,0.009947785954450832,0.8550000000000002,0.0014668260129276362,46.13630236365687
0.17,20.09415593677083,41.51988952886307,0.12850511029330608,0.8115531006414015,0.8700000000000002,0.0018803119151912639,5.5710619834935295,5.4476503679502875,0.12518779486199239,0.009947785954450832,0.8700000000000002,0.0014725366327625715,46.967539896813356
0.18000000000000002,20.499328278564583,42.35992346228883,0.1479725766613443,0.8302205213841962,0.8850000000000002,0.00203530519797691,5.753751501830566,5.4476503679502875,0.14536566590260835,0.009947785954450832,0.8850000000000002,0.0014800741477808772,47.80757383023912
