mode,mean_quality,mean_power,mean_latency,latency_jitter,stable_ratio
independent,0.1468383368221352,23.6083666283391,19.999097318171465,2.1683548851470382,0.0
cooperative,0.0033498067619666815,10.10024641807476,34.35913296841964,28.13855691750758,0.0
